age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car,addiction,addicted
18,male,10.458629620761199,YouTube,Gaming,Australia,Rural,Artist,32000.0,True,False,True,True,True
61,female,6.092263283702384,Instagram,Health & Wellness,United States,Rural,Student,30000.0,True,True,True,False,False
25,female,9.693518372078028,Snapchat,E-Sports,Australia,Rural,Marketer Manager,68000.0,True,True,True,True,True
41,male,8.27713801886914,Twitter,Home Improvement,United Kingdom,Rural,Lawyer,110000.0,True,True,True,False,True
28,non-binary,10.540940883877463,Facebook,E-Sports,United States,Urban,Software Engineer,72000.0,True,False,False,True,True
34,non-binary,9.00558188306073,Twitter,Culinary Exploration,United Kingdom,Urban,Artist,40000.0,False,True,False,True,True
25,male,9.456891907174588,Twitter,E-Sports,Australia,Rural,Teacher,48000.0,False,False,True,True,True
52,non-binary,6.119656572510063,WhatsApp,Book Clubs,Australia,Sub_Urban,Chef,50000.0,False,False,False,False,True
52,male,7.529160562008935,WhatsApp,Book Clubs,United Kingdom,Sub_Urban,Engineer,95000.0,False,False,True,False,True
50,male,7.321947068167269,WhatsApp,Health & Wellness,United States,Rural,Software Engineer,90000.0,True,True,True,False,False
22,male,8.46492754807214,YouTube,E-Sports,United States,Urban,Marketer Manager,68000.0,True,False,True,True,True
59,non-binary,5.6551751378218444,Twitter,Health & Wellness,Australia,Sub_Urban,Artist,40000.0,False,False,False,False,True
56,male,6.243633937327522,YouTube,Health & Wellness,United Kingdom,Sub_Urban,Scientist,100000.0,True,False,False,False,False
58,female,6.246694063017089,Facebook,Health & Wellness,United Kingdom,Sub_Urban,Artist,40000.0,False,True,False,False,True
45,non-binary,6.908204533705102,Facebook,Home Improvement,United States,Rural,Scientist,100000.0,False,False,False,False,True
24,non-binary,10.284648681693671,WhatsApp,E-Sports,United States,Sub_Urban,Chef,40000.0,False,False,False,True,True
26,non-binary,8.954770253381444,Twitter,Gaming,United States,Sub_Urban,Software Engineer,72000.0,False,False,True,True,True
25,non-binary,9.506020248376322,Facebook,E-Sports,United Kingdom,Sub_Urban,Software Engineer,72000.0,True,False,True,True,True
29,female,10.193250737987576,Instagram,E-Sports,United States,Sub_Urban,Software Engineer,72000.0,False,True,False,True,True
51,non-binary,7.685022150308469,WhatsApp,Book Clubs,United States,Urban,Scientist,100000.0,True,True,False,False,False
50,non-binary,7.438189213229317,Facebook,Book Clubs,Australia,Rural,Lawyer,110000.0,False,False,False,False,False
40,male,8.1542929798805,LinkedIn,Culinary Exploration,United States,Rural,Teacher,60000.0,False,False,True,True,True
41,non-binary,7.569771086109428,YouTube,Home Improvement,United States,Urban,Marketer Manager,85000.0,False,False,False,True,True
54,female,8.139951104610716,Pinterest,Health & Wellness,United Kingdom,Urban,Scientist,100000.0,False,False,True,False,False
52,female,6.781706526235893,TikTok,Health & Wellness,United Kingdom,Rural,Marketer Manager,85000.0,True,True,True,False,False
61,female,4.481075680389937,WhatsApp,Book Clubs,Australia,Sub_Urban,Marketer Manager,85000.0,False,True,False,False,False
57,female,8.434290005515733,TikTok,Book Clubs,United States,Sub_Urban,Teacher,60000.0,True,True,True,False,False
39,non-binary,8.748032423055708,WhatsApp,Home Improvement,Australia,Rural,Marketer Manager,85000.0,False,True,True,False,True
44,non-binary,7.343612126566012,Facebook,Culinary Exploration,United Kingdom,Sub_Urban,Lawyer,110000.0,False,False,False,False,True
52,female,5.940643337347662,Instagram,Book Clubs,Australia,Urban,Artist,40000.0,False,False,True,False,False
18,female,10.310183022716913,Instagram,Gaming,United Kingdom,Sub_Urban,Marketer Manager,68000.0,True,True,False,True,True
52,non-binary,5.348345831018447,Twitter,Health & Wellness,Australia,Sub_Urban,Scientist,100000.0,False,True,True,False,False
54,female,4.695783045620318,WhatsApp,Health & Wellness,Australia,Sub_Urban,Engineer,95000.0,False,False,False,False,False
64,male,5.910601365856155,Twitter,Book Clubs,United States,Rural,Teacher,60000.0,False,False,False,False,False
31,female,8.893399682059238,Pinterest,Culinary Exploration,Australia,Urban,Marketer Manager,85000.0,False,False,True,True,True
20,female,10.043766476911989,Facebook,Gaming,United States,Sub_Urban,Chef,40000.0,False,False,False,True,True
18,male,11.067389682138183,YouTube,Gaming,United States,Rural,Engineer,76000.0,True,False,True,True,True
22,male,9.813370976624379,YouTube,Gaming,United States,Sub_Urban,Artist,32000.0,True,True,True,True,True
43,non-binary,7.9368434674300925,WhatsApp,Home Improvement,United States,Urban,Lawyer,110000.0,False,True,False,True,True
31,non-binary,9.302617536097529,Facebook,Home Improvement,Australia,Sub_Urban,Scientist,100000.0,False,False,True,True,True
56,male,5.921928618938922,YouTube,Health & Wellness,United Kingdom,Urban,Lawyer,110000.0,True,False,False,False,False
44,male,6.672529906953116,Facebook,Home Improvement,United Kingdom,Sub_Urban,Lawyer,110000.0,False,True,True,False,True
26,non-binary,9.317584063980355,WhatsApp,E-Sports,United Kingdom,Urban,Software Engineer,72000.0,True,False,True,True,True
32,female,9.859115903467295,TikTok,Home Improvement,Australia,Sub_Urban,Software Engineer,90000.0,False,True,False,True,True
32,male,9.32463941757729,LinkedIn,Home Improvement,United States,Urban,Software Engineer,90000.0,False,True,True,True,True
43,non-binary,9.529100281883968,LinkedIn,Culinary Exploration,United Kingdom,Sub_Urban,Software Engineer,90000.0,True,True,True,True,True
59,female,5.291735557835376,WhatsApp,Health & Wellness,Australia,Sub_Urban,Engineer,95000.0,False,True,True,False,False
30,male,8.773886793753107,Facebook,Culinary Exploration,United States,Rural,Software Engineer,72000.0,True,False,True,False,True
49,female,5.556968228207969,TikTok,Home Improvement,United Kingdom,Rural,Doctor,120000.0,True,False,True,False,True
56,non-binary,6.972996248920486,WhatsApp,Book Clubs,United States,Urban,Chef,50000.0,True,True,True,False,True
49,male,8.25168497863147,YouTube,Culinary Exploration,United Kingdom,Sub_Urban,Chef,50000.0,False,False,True,True,True
21,female,8.999932673969942,Pinterest,E-Sports,United Kingdom,Urban,Doctor,96000.0,True,False,True,True,True
47,male,7.818395150515816,Twitter,Culinary Exploration,United Kingdom,Rural,Engineer,95000.0,True,False,False,False,True
54,female,6.359180545684379,TikTok,Health & Wellness,United States,Urban,Marketer Manager,85000.0,False,False,True,False,False
40,non-binary,6.984803893011006,WhatsApp,Home Improvement,Australia,Urban,Engineer,95000.0,False,True,True,True,True
56,non-binary,5.700592676653672,Twitter,Book Clubs,United States,Rural,Teacher,60000.0,False,False,False,False,False
62,male,6.934469593199545,LinkedIn,Book Clubs,United Kingdom,Sub_Urban,Engineer,95000.0,False,True,False,False,False
32,female,7.641516798970674,Instagram,Culinary Exploration,United States,Urban,Software Engineer,90000.0,False,True,False,False,True
60,male,5.6875322258174394,LinkedIn,Health & Wellness,Australia,Rural,Marketer Manager,85000.0,False,False,True,False,False
46,male,7.863988249682947,LinkedIn,Home Improvement,United States,Sub_Urban,Software Engineer,90000.0,True,True,False,True,True
53,female,6.135868647660603,Pinterest,Book Clubs,Australia,Rural,Engineer,95000.0,False,False,False,False,False
30,female,8.551329105320313,Instagram,Home Improvement,Australia,Urban,Chef,40000.0,True,False,True,False,True
49,female,8.37397778702599,Pinterest,Culinary Exploration,United States,Sub_Urban,Scientist,100000.0,False,True,True,True,True
24,non-binary,9.866257476442561,WhatsApp,Gaming,United Kingdom,Sub_Urban,Scientist,80000.0,True,False,False,True,True
39,male,7.388860944421023,WhatsApp,Culinary Exploration,Australia,Rural,Chef,50000.0,True,True,False,True,True
45,male,7.285706559751125,Facebook,Culinary Exploration,United States,Rural,Software Engineer,90000.0,False,True,True,True,True
19,non-binary,10.74187211265886,YouTube,Gaming,Australia,Rural,Student,24000.0,False,False,True,True,True
59,female,6.464856404563696,WhatsApp,Health & Wellness,United Kingdom,Sub_Urban,Chef,50000.0,True,False,True,False,False
62,non-binary,5.532166903236002,YouTube,Health & Wellness,United States,Sub_Urban,Engineer,95000.0,False,False,True,False,False
23,non-binary,10.180322006774809,YouTube,Gaming,United States,Urban,Software Engineer,72000.0,False,True,True,True,True
45,non-binary,7.407327881801853,Facebook,Culinary Exploration,United States,Sub_Urban,Teacher,60000.0,True,False,False,False,True
45,male,7.281040819858417,Facebook,Culinary Exploration,United Kingdom,Urban,Lawyer,110000.0,True,True,True,False,True
61,non-binary,6.618013993069073,Twitter,Health & Wellness,Australia,Rural,Artist,40000.0,True,True,True,False,True
61,male,5.239845544428127,LinkedIn,Book Clubs,United States,Rural,Marketer Manager,85000.0,False,False,True,False,True
37,male,7.139143168507938,Facebook,Culinary Exploration,Australia,Sub_Urban,Teacher,60000.0,False,False,True,False,True
47,male,8.829482772916037,Twitter,Culinary Exploration,Australia,Rural,Student,30000.0,False,False,True,True,True
28,female,9.681643118912936,WhatsApp,E-Sports,United Kingdom,Rural,Chef,40000.0,False,True,False,True,True
45,male,6.9341313395129065,Facebook,Home Improvement,United States,Sub_Urban,Lawyer,110000.0,True,False,True,True,True
42,male,8.078404059919647,WhatsApp,Culinary Exploration,Australia,Urban,Engineer,95000.0,False,True,False,False,True
56,female,5.5579170524822725,Instagram,Book Clubs,United States,Sub_Urban,Chef,50000.0,True,False,True,False,False
50,male,8.030298340638762,WhatsApp,Health & Wellness,United States,Urban,Chef,50000.0,False,False,False,False,False
18,non-binary,9.33933221563823,Facebook,Gaming,United Kingdom,Sub_Urban,Teacher,48000.0,False,True,False,True,True
44,non-binary,8.169536375987919,LinkedIn,Home Improvement,United States,Sub_Urban,Scientist,100000.0,True,True,True,True,True
30,male,8.423909636230015,Twitter,Culinary Exploration,United States,Rural,Chef,40000.0,False,False,True,True,True
58,female,5.574860499527826,Pinterest,Health & Wellness,Australia,Sub_Urban,Marketer Manager,85000.0,False,False,True,False,False
20,non-binary,9.479914512589435,Facebook,E-Sports,United Kingdom,Sub_Urban,Doctor,96000.0,True,False,True,True,True
56,female,5.373218873914698,Instagram,Health & Wellness,United States,Urban,Engineer,95000.0,False,False,True,False,False
23,female,9.590799845931373,Facebook,E-Sports,Australia,Rural,Chef,40000.0,True,False,False,True,True
25,non-binary,8.247568720202514,LinkedIn,E-Sports,United Kingdom,Urban,Software Engineer,72000.0,True,True,True,True,True
44,female,8.68800333535069,Pinterest,Culinary Exploration,United Kingdom,Urban,Student,30000.0,True,True,True,False,True
26,non-binary,8.98151041644134,Twitter,E-Sports,Australia,Rural,Software Engineer,72000.0,True,True,False,True,True
54,female,5.548727432811273,TikTok,Book Clubs,Australia,Rural,Teacher,60000.0,False,True,True,False,True
50,non-binary,7.260485635959421,Facebook,Book Clubs,Australia,Rural,Lawyer,110000.0,False,False,False,False,False
59,male,3.0418569187086697,YouTube,Health & Wellness,Australia,Sub_Urban,Doctor,120000.0,False,True,True,False,True
61,non-binary,4.940224985095172,Twitter,Book Clubs,Australia,Rural,Scientist,100000.0,True,True,False,False,True
41,non-binary,8.439268645840436,Facebook,Culinary Exploration,United States,Rural,Teacher,60000.0,False,True,True,True,True
32,non-binary,8.553270964275614,LinkedIn,Culinary Exploration,United States,Rural,Lawyer,110000.0,False,False,False,True,True
49,non-binary,5.933752328443207,WhatsApp,Home Improvement,United Kingdom,Urban,Doctor,120000.0,False,True,False,True,True
49,female,6.5085793256648286,Pinterest,Culinary Exploration,United States,Urban,Teacher,60000.0,False,False,True,False,True
41,male,8.814152319918174,WhatsApp,Culinary Exploration,United States,Sub_Urban,Engineer,95000.0,True,True,True,False,True
58,non-binary,4.957616826932184,WhatsApp,Health & Wellness,United States,Urban,Doctor,120000.0,True,False,True,False,False
29,female,7.416466760619265,Pinterest,E-Sports,Australia,Sub_Urban,Teacher,48000.0,False,True,False,True,True
56,male,6.871498703824149,Twitter,Health & Wellness,United Kingdom,Urban,Artist,40000.0,True,False,False,False,True
19,male,12.335560976268585,LinkedIn,E-Sports,United Kingdom,Rural,Lawyer,88000.0,False,True,False,True,True
20,male,11.907395499873383,Twitter,Gaming,United Kingdom,Urban,Marketer Manager,68000.0,False,False,True,True,True
54,male,5.856196862128185,Twitter,Book Clubs,United Kingdom,Sub_Urban,Software Engineer,90000.0,False,False,True,False,True
34,non-binary,8.639614863029701,Facebook,Home Improvement,United States,Urban,Teacher,60000.0,True,True,False,False,True
19,non-binary,11.089219927600949,Twitter,Gaming,United States,Rural,Engineer,76000.0,False,False,True,True,True
19,female,11.751819186615462,WhatsApp,Gaming,Australia,Sub_Urban,Artist,32000.0,True,False,False,True,True
45,female,6.567099150140897,Snapchat,Culinary Exploration,United Kingdom,Rural,Software Engineer,90000.0,True,True,True,True,True
40,female,7.427111834812594,Instagram,Culinary Exploration,United States,Rural,Scientist,100000.0,False,True,True,True,True
54,male,7.521974807558215,WhatsApp,Book Clubs,United States,Sub_Urban,Scientist,100000.0,True,False,False,False,True
49,male,6.331504881336593,Facebook,Culinary Exploration,Australia,Rural,Software Engineer,90000.0,True,True,True,False,True
50,non-binary,8.293048914427047,Twitter,Health & Wellness,Australia,Rural,Student,30000.0,False,True,True,False,False
18,male,9.999148731572618,Twitter,Gaming,Australia,Urban,Teacher,48000.0,True,True,True,True,True
36,male,8.044736204703325,WhatsApp,Home Improvement,United States,Rural,Lawyer,110000.0,True,False,True,True,True
19,male,11.242005962030621,WhatsApp,Gaming,United States,Rural,Student,24000.0,False,False,True,True,True
61,female,5.937812858600196,TikTok,Health & Wellness,Australia,Rural,Student,30000.0,False,False,False,False,True
43,female,8.079545509402823,TikTok,Home Improvement,United Kingdom,Rural,Scientist,100000.0,True,False,True,False,True
49,non-binary,5.756608591175924,YouTube,Home Improvement,Australia,Sub_Urban,Scientist,100000.0,False,False,False,True,True
23,male,9.363966942289585,Twitter,E-Sports,Australia,Urban,Software Engineer,72000.0,False,False,True,True,True
49,male,6.198750414073064,Facebook,Culinary Exploration,Australia,Rural,Scientist,100000.0,True,False,True,False,True
21,non-binary,10.339588693685874,YouTube,Gaming,Australia,Rural,Artist,32000.0,True,True,False,True,True
28,male,8.371712399664922,YouTube,E-Sports,United States,Sub_Urban,Marketer Manager,68000.0,False,False,False,True,True
34,male,8.882633366816817,Twitter,Culinary Exploration,United Kingdom,Rural,Artist,40000.0,True,False,True,True,True
55,female,5.899873123648323,WhatsApp,Book Clubs,Australia,Sub_Urban,Teacher,60000.0,False,True,True,False,True
41,non-binary,8.339156915837119,YouTube,Culinary Exploration,United Kingdom,Urban,Engineer,95000.0,False,True,False,False,True
22,non-binary,9.762838879066178,Twitter,Gaming,United Kingdom,Urban,Student,24000.0,True,True,False,True,True
51,non-binary,6.051042130978324,LinkedIn,Book Clubs,United Kingdom,Rural,Engineer,95000.0,True,False,False,False,False
23,non-binary,9.364902288229272,Facebook,E-Sports,Australia,Rural,Software Engineer,72000.0,False,True,False,True,True
39,female,8.687416307568931,Facebook,Home Improvement,United States,Rural,Student,30000.0,False,False,True,False,True
28,female,8.172080681222193,Snapchat,E-Sports,Australia,Sub_Urban,Scientist,80000.0,False,False,True,True,True
33,male,10.273463156237238,Twitter,Home Improvement,United Kingdom,Rural,Teacher,60000.0,False,False,True,True,True
50,male,8.128581765624249,Facebook,Health & Wellness,United Kingdom,Rural,Software Engineer,90000.0,True,True,True,False,False
26,male,8.851919085539215,Twitter,E-Sports,United States,Urban,Doctor,96000.0,False,True,True,True,True
23,male,10.165791157582763,Twitter,Gaming,Australia,Rural,Student,24000.0,True,False,False,True,True
33,female,7.905908110539744,Facebook,Home Improvement,United Kingdom,Urban,Teacher,60000.0,True,False,False,True,True
46,non-binary,8.354439624322328,LinkedIn,Home Improvement,United States,Rural,Marketer Manager,85000.0,False,False,False,True,True
20,female,10.370074733041672,WhatsApp,Gaming,United Kingdom,Urban,Engineer,76000.0,True,True,True,True,True
37,male,6.545396190753065,LinkedIn,Culinary Exploration,United States,Rural,Chef,50000.0,True,False,False,False,True
53,female,7.228355659987631,Instagram,Health & Wellness,United States,Urban,Scientist,100000.0,False,True,True,False,False
36,non-binary,6.623833320890389,Facebook,Home Improvement,Australia,Sub_Urban,Doctor,120000.0,True,False,True,True,True
43,non-binary,6.545981357942328,Twitter,Culinary Exploration,United Kingdom,Urban,Engineer,95000.0,True,True,True,False,True
20,female,9.767462165869693,TikTok,Gaming,Australia,Urban,Engineer,76000.0,False,False,False,True,True
36,female,9.169013569801747,Pinterest,Home Improvement,United Kingdom,Urban,Doctor,120000.0,False,True,True,False,True
37,female,8.775950924217303,WhatsApp,Home Improvement,Australia,Rural,Student,30000.0,False,True,True,True,True
49,male,6.725190993235614,Twitter,Culinary Exploration,United Kingdom,Rural,Software Engineer,90000.0,False,True,False,False,True
24,female,10.072816332470197,WhatsApp,E-Sports,Australia,Rural,Engineer,76000.0,False,True,True,True,True
58,female,6.539059609739732,Instagram,Book Clubs,United States,Sub_Urban,Teacher,60000.0,False,True,False,False,False
